省份,城市,小区名字,价格,居室,面积,行政区,地址,是否在售or类型,origin_url
湖北,武汉,金科城,19010元/㎡,"3居,4居",111~140平米,洪山区,[二至三环]洪山区友谊大道和仁和路交汇处(地铁4号线仁和路附近),|在售||普通住宅||品牌地产|,https://jinkecheng027.fang.com/
湖北,武汉,泛悦城,25550元/㎡,"1居,2居",70~100平米,东湖高新区,[二至三环]东湖高新区关山大道与珞喻路交汇处(华中科技大学正对面),|在售||普通住宅||品牌地产||地铁沿线|,https://fanyuecheng.fang.com/
湖北,武汉,保利时代,24200元/㎡,4居,156~161平米,东湖高新区,[二至三环]东湖高新区关山大道332号(新竹路与关山大道交汇处),|在售||普通住宅||品牌地产||地铁沿线||||武汉市光谷第一小学(东校区)||教育局划片|||,https://baolishidai.fang.com/
湖北,武汉,鄂旅投书院世家,价格待定往期11800元/㎡,"3居,4居",87~125平米,洪山区,[三至四环]洪山区白沙洲大道黄家湖大学城斜对面(绅宝大道武珞路小学分校旁),|待售||普通住宅||低密居所||湖景地产|,https://shuyuanshijiaelt.fang.com/
湖北,武汉,清能清江锦城,价格待定往期13500元/㎡,"2居,3居",93~113平米,洪山区,[二至三环]洪山区张家湾街烽胜路55号(烽胜路和白沙四路交汇处),|待售||普通住宅||现房||地铁沿线||配套商品房|,https://qingjiangjinchengqn.fang.com/
湖北,武汉,幸福湾,17500元/㎡,3居,94~124平米,江岸区,[二至三环]江岸区解放大道与堤边路交汇处(轻轨1号线滕子岗站),|在售||普通住宅||地铁沿线|,https://xingfuwan027.fang.com/
湖北,武汉,龙湖春江彼岸,价格待定,"3居,4居",110~173平米,汉阳区,[二至三环]汉阳区晴川大道与两湖路交汇处(建港路地铁站),|待售||普通住宅||品牌地产||国际化社区||地铁沿线|,https://chunjiangbianlh027.fang.com/
湖北,武汉,光谷鼎创国际,10000元/㎡,,,东湖高新区,[二至三环]东湖高新区光谷大道与三环线交汇处,|在售||总部园区||品牌地产||地铁沿线||不限购|,https://ggcxcyjd.fang.com/
湖北,武汉,复地东湖国际,价格待定,,,武昌区,[内至二环]武昌区中北路118号(原武重工厂),|待售||普通住宅||花园洋房||品牌地产||||武昌实验小学东湖国际校区||教育局划片|||,https://donghuguojifd.fang.com/
湖北,武汉,万科保利联投理想星光,13300元/㎡,"3居,4居",100~120平米,江夏区,[三至四环]江夏区军运村南岸·黄家湖大道·近地铁8号线,|在售||普通住宅||地铁沿线||湖景地产|,https://lixiangxingguangblwklt.fang.com/
湖北,武汉,南益名悦华府,价格待定,"3居,4居",95~130平米,洪山区,[三至四环]洪山区青菱新城南郊路与建阳四路交汇处以东,|待售||普通住宅||品牌地产||湖景地产||江景地产|,https://nanyimingyuehuafu.fang.com/
湖北,武汉,中海澳门佳园,29000元/㎡,"1居,2居",48~72平米,江岸区,[内环以内]江岸区澳门路和解放大道交汇处,|在售||普通住宅||住宅底商|,https://aomenjiayuanzh.fang.com/
湖北,武汉,华润·万象城·幸福里,价格待定,,,江岸区,[内至二环]江岸区建设大道与台北路交汇处,|待售||普通住宅||购物中心||湖景地产|,https://wanxiangchengxingfulihrzd.fang.com/
湖北,武汉,经开官湖澜岸,10000元/㎡,"2居,3居",84~117平米,经济开发区,[四环以外]经济开发区后官湖大道与枫树三路交汇约200米处,|在售||普通住宅|,https://guanhulanjunjk.fang.com/
湖北,武汉,大华公园华府,价格待定往期9153元/㎡,"3居,4居",85~134平米,黄陂区,[三至四环]黄陂区盘龙大道后湖大桥北,|待售||普通住宅||品牌地产||低密居所||不限购|,https://gongyuanhuafudh.fang.com/
湖北,武汉,金地·保利·褐石公馆,16171元/㎡,,,洪山区,[二至三环]洪山区白沙五路与青菱西路交汇处,|在售||普通住宅||叠拼||品牌地产||低总价|,https://heshigongguanjdbl027.fang.com/
湖北,武汉,华侨城·原岸,31000元/㎡,"3居,4居,5居",135~322平米,武昌区,[二至三环]武昌区欢乐大道228号(生态运动公园旁),|在售||普通住宅||叠拼||湖景地产||旅游地产|,https://yuananhqc027.fang.com/
湖北,武汉,远洋东方境世界观,价格待定,"3居,4居",120~249平米,汉阳区,[内至二环]汉阳区钟家村地铁站b出口旁,|待售||商住楼||国际化社区||地铁沿线|,https://dongfangjingshijieguanyy.fang.com/
湖北,武汉,融创望江府,价格待定,,,武昌区,[二至三环]武昌区解放路南(鹦鹉洲长江大桥桥头),|待售||普通住宅||住宅型公寓||江景地产||科技住宅|,https://wangjiangfurc027.fang.com/
湖北,武汉,碧桂园云玺,18000元/㎡,3居,108~120平米,东湖高新区,[三至四环]东湖高新区光谷中心城·光谷六路(光谷外校北侧约300米),|待售||普通住宅||叠拼||品牌地产|,https://yunxibgy027.fang.com/
湖北,武汉,美好名流汇二期,价格待定往期16500元/㎡,"2居,3居,4居",84~139平米,硚口区,[二至三环]硚口区解放大道辛家地(中百仓储旁),|待售||普通住宅||品牌地产||小户型||国际化社区|,https://mhmlh.fang.com/2/
湖北,武汉,梧桐花园,价格待定,"2居,3居,4居",74~148平米,洪山区,[二至三环]洪山区白沙洲大道与安鑫路交汇处,|待售||普通住宅||住宅底商||地铁沿线|,https://wutonghuayuan027.fang.com/
湖北,武汉,中信泰富滨江金融城,34000元/㎡,"1居,2居,3居,4居",75~190平米,江岸区,[内至二环]江岸区汉口滨江国际金融城,|在售||商住公寓||大平层||地铁沿线||江景地产|,https://binjiangjinrongchengzxtf.fang.com/
湖北,武汉,保利和光晨樾,8503元/㎡起,3居,95~168平米,江夏区,[四环以外]江夏区白沙洲大道东风小学旁,|在售||合院||普通住宅||品牌地产||低密居所|,https://baoliheguangchenyue.fang.com/
湖北,武汉,爱家名校华城,价格待定往期9600元/㎡,4居,133~155平米,洪山区,[三至四环]洪山区白沙洲大道5号(武汉华中城对面),|待售||普通住宅||花园洋房||品牌地产||||武珞路小学爱家分校||项目宣传|||,https://youyouchengwhaj.fang.com/
湖北,武汉,佳兆业悦府,12900元/㎡,"3居,4居",97~135平米,东西湖区,[三至四环]东西湖区三店大道与轨道交通1号线交汇处(1号线三店站a出口),|待售||普通住宅||花园洋房||地铁沿线||低密居所|,https://jiazhaoyeyuefu.fang.com/
湖北,武汉,招商一江璟城,19055元/㎡,"2居,3居,4居",78~142平米,青山区,[二至三环]青山区和平大道建设六路(原13、14街坊),|在售||普通住宅||品牌地产||地铁沿线||水景地产|,https://yijiangjingchengzs.fang.com/
湖北,武汉,联投光谷瑞园,价格待定周边20000元/㎡,"3居,4居",99~195平米,东湖高新区,[三至四环]东湖高新区花山大道与大长山路交汇处,|待售||普通住宅||花园洋房||品牌地产||低密居所|,https://guangguruiyuanlt.fang.com/
湖北,武汉,钰龙旭辉半岛,18750元/㎡,"2居,3居,4居",88~143平米,汉阳区,[二至中环]汉阳区墨水湖北路与汉桥路的交汇处约800米(二环汉桥路出口),|在售||联排||普通住宅||湖景地产||科技住宅|,https://yulongxuhuibandao.fang.com/
湖北,武汉,地铁盛观尚城,14420元/㎡,"3居,4居",101~160平米,经济开发区,[二至三环]经济开发区地铁3号线汉阳客运站c出口,|在售||普通住宅||品牌地产||地铁沿线||低密居所|,https://shengguanshangchengdt.fang.com/
湖北,武汉,中国核建锦城,价格待定往期8400元/㎡,"3居,4居",100~145平米,蔡甸区,"[四至外环]蔡甸区汉阳大道中核世纪广场对面(新天大道以南,汉蔡高速以北)",|待售||普通住宅||品牌地产||不限购|,https://jinchengzghj.fang.com/
湖北,武汉,海伦小镇,120万元/套起,,,经济开发区,[中环以外]经济开发区小军村经开大道特一号(四环线与汉洪高速交汇处),|在售||独栋||联排||豪华居住区||低密居所|,https://qianluwanhlb.fang.com/
湖北,武汉,清能正荣府,9455元/㎡,3居,108~119平米,黄陂区,[三至四环]黄陂区长江新城汉口北大道与胜海大道交汇处,|待售||普通住宅||住宅底商||品牌地产||低总价|,https://qingnengzhengrongfu.fang.com/
湖北,武汉,绿城武汉黄浦湾,价格待定往期50000元/㎡,3居,100平米,江岸区,[内至二环]江岸区二七沿江商务区南片(江岸区中山大道与韦桑路交汇处),|待售||普通住宅||住宅底商||江景地产|,https://huangpuwanlc027.fang.com/
湖北,武汉,绿城·凤起乐鸣,价格待定,"3居,4居",109~142平米,东湖高新区,[三至四环]东湖高新区花山生态新城花城北路与双谷路的交汇处,|待售||普通住宅||叠拼|,https://fengqiyueminglc.fang.com/
湖北,武汉,万科云城,价格待定往期16623元/㎡,,,洪山区,[二至三环]洪山区白沙洲大道与八坦路交叉路口(杨泗港大桥武昌桥头),|待售||普通住宅||标准写字楼||国际化社区||科技住宅|,https://wankeyuncheng027.fang.com/
湖北,武汉,绿地铂瑞公馆,25000元/㎡,"1居,2居",60~237平米,武昌区,[内至二环]武昌区和平大道750号(原武昌车辆厂),|在售||商住楼||地铁沿线||不限购||江景地产|,https://boruigongguanld.fang.com/
湖北,武汉,美联联邦生活区二期城仕,价格待定往期18200元/㎡,,,江岸区,[二至三环]江岸区兴业路与文博路交汇处(华中图书交易中心对面),|待售||普通住宅||品牌地产|,https://lianbangshenghuoquml.fang.com/2/
湖北,武汉,御景国际,价格待定往期6500元/㎡,,,黄陂区,[三至四环]黄陂区汉口北大道新十公路特1号(解放大道延长线),|待售||普通住宅||湖景地产|,https://yujingguojilf.fang.com/
湖北,武汉,力高雍湖湾,26000元/㎡,,,蔡甸区,[四环以外]蔡甸区知音湖大道文岭村公交站旁(原凤翔岛度假村),|在售||别墅||低密居所||不限购||湖景地产|,https://ligaoyonghuwan.fang.com/
湖北,武汉,越秀星悦峯,33000元/㎡,"2居,4居",55~82平米,武昌区,[内环以内]武昌区中北路与秦园东路交汇处(4号线东亭站d出口约20米),|在售||商住公寓||小户型||湖景地产||宜居生态地产|,https://xingyuefengyx.fang.com/
湖北,武汉,华生地产金珠港湾,13500元/㎡,"3居,4居,5居",117~220平米,东西湖区,[三至四环]东西湖区金银湖环湖西路8号,|在售||联排||普通住宅||湖景地产|,https://jinzhugangwan.fang.com/2/
湖北,武汉,美联中心,20000元/㎡,2居,49~55平米,江岸区,[二至三环]江岸区兴业路与中一路交汇处(金桥永旺旁),|在售||商住楼||不限购|,https://lianbangshenghuoquml.fang.com/
湖北,武汉,兰江华庭,价格待定往期8500元/㎡,,,黄陂区,[中环以外]黄陂区盘龙经济开发区汤云海路特1号(汤云海路与盘龙大道交汇处),|待售||普通住宅||经济住宅|,https://gongyuanlilj.fang.com/
湖北,武汉,锦深汉南公馆,6448元/㎡,3居,135~140平米,汉南区,[四环以外]汉南区汉南区兴城大道与兴一路交汇处,|在售||普通住宅|,https://hannangongguanjs.fang.com/
湖北,武汉,华中国际广场,16500元/㎡,"1居,2居",30~80平米,江岸区,[内至二环]江岸区黄孝河路与黄浦大街交汇处(竹叶山转盘麦当劳旁),|在售||商住公寓||复合地产|,https://huazhongguojiguangchang.fang.com/
湖北,武汉,翰林公馆,10500元/㎡,"3居,4居",97~139平米,黄陂区,[三至四环]黄陂区巨龙大道黄陂一中旁(恒大名都小区对面),|在售||普通住宅|,https://hanlingongguan027.fang.com/
湖北,武汉,南湖九玺,价格待定往期25000元/㎡,3居,89~123平米,洪山区,[二至三环]洪山区雄楚大道与幸福路交汇处向南200米,|待售||联排||普通住宅||湖景地产|,https://nanhujiuxi.fang.com/
湖北,武汉,保利星河九洲·星耀,价格待定,3居,94~123平米,汉阳区,[二至三环]汉阳区汉阳大道周湾站(地铁4号线孟家铺地铁站b出口东侧500米),|待售||普通住宅||品牌地产||地铁沿线||江景地产|,https://xinghejiuzhoubl.fang.com/2/
湖北,武汉,现代光谷世贸中心,12000元/㎡,,,东湖高新区,[二至中环]东湖高新区光谷大道与关南园路交汇处(光谷大道41号),|在售||标准写字楼||创意地产|,https://shimaozhongxinxd.fang.com/
湖北,武汉,武汉宝业中心,13000元/㎡,1居,40~119平米,青山区,[二至三环]青山区建设一路与建港南街交汇处 (洪福美邻旁),|在售||LOFT||SOHO||地铁沿线||不限购|,https://baoyezhongxinwh.fang.com/
湖北,武汉,中国铁建1818中心,26000元/㎡起,,,武昌区,[内环以内]武昌区中北路109号(中北路与公正路交汇处),|在售||标准写字楼||地铁沿线|,https://1818zhongxin.fang.com/office/
湖北,武汉,西寺学府,6500元/㎡,"2居,3居,4居",46~91平米,黄陂区,[四环以外]黄陂区前川街道西寺大道,|在售||商住楼|,https://xisixuefu.fang.com/
湖北,武汉,武汉研创中心,11000元/㎡,,,江夏区,[中环以外]江夏区杨桥湖大道与光谷大道交汇处(湖北经济学院对面),|在售||标准写字楼|,https://yanchuangzhongxinwh.fang.com/
湖北,武汉,联发国际大厦,25000元/㎡,,,武昌区,[内环以内]武昌区徐东大街汪家墩(湖北银行旁),|在售||标准写字楼|,https://lianfaguojidasha.fang.com/
湖北,武汉,绿地国际金融城写字楼,35000元/㎡,,,武昌区,[内环以内]武昌区和平大道840号(湖北大学附近),|在售||总部园区||标准写字楼||品牌地产||地铁沿线|,https://guojijinrongchengld.fang.com/office/
湖北,武汉,亿达光谷大观,价格待定周边13800元/㎡,"3居,4居",95~176平米,东湖高新区,[三至四环]东湖高新区花城大道9号(软件新城公交站旁),|待售||普通住宅||花园洋房||湖景地产||宜居生态地产|,https://guanggudaguanyd.fang.com/
湖北,武汉,中南汇,价格待定往期39000元/㎡,"1居,2居,3居",59~129平米,武昌区,[内环以内]武昌区中南路18号(中南路与中南二路交汇处),|待售||普通住宅||写字楼商铺||地铁沿线|,https://zhongnanhui.fang.com/
湖北,武汉,福集华府,价格待定往期6500元/㎡,"2居,3居",82~115平米,蔡甸区,[四环以外]蔡甸区大集街大集新城(大集政府对面),|待售||普通住宅|,https://fujihuafu.fang.com/
湖北,武汉,高雄88号,21000元/㎡,,,江岸区,[内至二环]江岸区高雄路88号(香港路儿童医院对面),|在售||标准写字楼||不限购|,https://gaoxiong88hao.fang.com/
湖北,武汉,欧亚达云庭,价格待定,,,江夏区,[三至四环]江夏区文化大道与新华街交汇处,|待售||商住楼|,https://ouyadayunting.fang.com/
湖北,武汉,金辉城,6200元/㎡,"2居,3居",77~129平米,,[四环以外]临空区凤栖路,|在售||普通住宅||不限购|,https://155600.fang.com/
湖北,武汉,二七星城,价格待定周边21423元/㎡,"1居,2居,3居",60~150平米,江岸区,[二至三环]江岸区后湖大道和建设大道延长线交汇处(汉口城市广场正对面),|待售||普通住宅||商住公寓||小户型||地铁沿线|,https://erqixingcheng.fang.com/
湖北,武汉,碧桂园学府壹号首座,价格待定,,,蔡甸区,[外环以外]蔡甸区蔡甸大街180号碧桂园学府壹号营销中心,|待售||商住公寓||不限购|,https://xuefuyihaoshouzuobgy.fang.com/
湖北,武汉,永利国际大厦,17000元/㎡,,,洪山区,[二至中环]洪山区雄楚大道杨家湾(地铁2号线杨家湾站a出口),|在售||商住公寓||酒店式公寓|,https://yongliguojidasha.fang.com/
湖北,武汉,华宇旭辉大厦,24000元/㎡,,,武昌区,[内环以内]武昌区中山路(区政府旁),|在售||总部园区||标准写字楼||创意地产|,https://guojidashafh.fang.com/
湖北,武汉,万科高尔夫熙岸,24000元/㎡,,,东西湖区,[三至四环]东西湖区东西湖区马池路与环湖路交汇处,|待售||住宅底商|,https://wankegaoerfuxian.fang.com/
湖北,武汉,实地君兰汀岸别墅,245万元/套,3居,135平米,经济开发区,[四环以外]经济开发区武汉市经济技术开发区(四环线与汉洪高速交汇处),|在售||别墅|,https://shidijunlantingan.fang.com/villa/
湖北,武汉,万基国际广场,价格待定往期5000元/㎡,,,黄陂区,[中环以外]黄陂区木兰大道与钓台道交汇处,|待售||普通住宅||商住公寓||地铁沿线||低密居所|,https://wanjiguojiguangchang.fang.com/
湖北,武汉,花样年喜年中心,110元/平方米.月,,,硚口区,[内环以内]硚口区武胜路与沿河大道交汇处(江汉一桥下),|待售||标准写字楼||写字楼商铺||品牌地产||地铁沿线|,https://huayangnianxinianzhongxin.fang.com/
湖北,武汉,光谷金融中心,17500元/㎡,,,东湖高新区,[三至四环]东湖高新区高新大道与光谷三路交汇处,|在售||标准写字楼||酒店写字楼||创意地产||总部园区|,https://guanggujinrongzhongxin.fang.com/
湖北,武汉,网商总部大厦,18000元/㎡,,,硚口区,[二至三环]硚口区解放大道与古田二路交汇处(古田二路轻轨站旁),|在售||市场类商铺||地铁沿线||loft|,https://gutianzhixingxkj.fang.com/
湖北,武汉,香水湾商铺,31000元/㎡,,,洪山区,[二至三环]洪山区白沙洲武汉科技大学正对面(白沙洲大道旁),|在售||住宅底商||不限购|,https://xiangshuiwan027.fang.com/shop/
湖北,武汉,印力中心,55元/平方米.月,,,青山区,[二至三环]青山区武汉市青山区和平大道与冶金大道交汇处(八大家转盘),|出租||标准写字楼||不限购|,https://yinlizhongxin027.fang.com/office/
湖北,武汉,中交锦立方,12600元/㎡,1居,52~53平米,青山区,[二至三环]青山区建设九路与红钢二街交汇处(武汉市49中高中部旁),|在售||商住楼||品牌地产||低总价||小户型|,https://jinlifangzj.fang.com/
湖北,武汉,电建地产洺悦御府,13500元/㎡,"3居,4居",97~143平米,东西湖区,[三至四环]东西湖区三店大道与黄狮海东路交汇处(武汉为明学校旁),|在售||普通住宅||花园洋房||品牌地产||湖景地产|,https://mingyueyufudjdc.fang.com/
湖北,武汉,阳逻金茂悦,价格待定,"3居,4居",116~131平米,新洲区,[四至外环]新洲区阳逻之心柴泊大道旁,|待售||普通住宅||住宅底商||品牌地产||低总价|,https://jinmaoyueyl.fang.com/
湖北,武汉,中建壹品澜荟,价格待定,"3居,4居",122~174平米,东西湖区,[三至四环]东西湖区环湖路与银柏路交汇处,|待售||商住楼||品牌地产||低密居所||loft|,https://yipinlanhuizj.fang.com/
湖北,武汉,四新天祥广场,14700元/㎡,,,汉阳区,[二至三环]汉阳区江城大道与四新大道交汇处(西北角),|在售||商住楼||不限购||loft|,https://tianxiangguangchang027.fang.com/
湖北,武汉,中冶·39大街,24000元/㎡,"3居,4居",102~218平米,青山区,[二至三环]青山区武汉市青山区建设三路与旅大街交汇处,|在售||普通住宅||品牌地产||地铁沿线||水景地产|,https://39dajiezy.fang.com/
湖北,武汉,泰禾知音湖院子,20000元/㎡,"3居,4居,5居",100~170平米,蔡甸区,[四环以外]蔡甸区蔡甸区中法生态城·知音湖大道(临环湖绿道),|在售||别墅|,https://zhiyinhuyuanzith.fang.com/villa/
湖北,武汉,国采光立方,30000元/㎡,4居,155~194平米,东湖高新区,[三至四环]东湖高新区高新大道与光谷六路交汇处(东湖高新管委会东侧),|在售||普通住宅||叠拼||山景地产|,https://guocaiguanglifang.fang.com/
湖北,武汉,中海万松九里,38000元/㎡,4居,230平米,江汉区,[内至二环]江汉区长江大道(青年路段)与雪松路交汇处,|在售||普通住宅||标准写字楼|,https://wansongjiulizh.fang.com/
湖北,武汉,君荟天地,21800元/㎡,"3居,4居",98~137平米,江汉区,[二至三环]江汉区姑嫂树路20号东侧(地铁6号线石桥站e出口),|在售||普通住宅||地铁沿线|,https://junhuitiandi.fang.com/
湖北,武汉,远洋汉口中心,15000元/㎡,"1居,2居,4居",52~158平米,江汉区,[二至三环]江汉区汉口火车站旁·发展大道与常超街交汇处,|在售||商住公寓||品牌地产||地铁沿线||不限购|,https://xinhankousohoyy.fang.com/
湖北,武汉,四新中央生活区,16500元/㎡,"1居,2居,3居",45~105平米,汉阳区,[二至三环]汉阳区江城大道与四新北路交汇处(江城大道四新北路站正站点),|在售||商住楼|,https://zhongyangshenghuoqusx.fang.com/
湖北,武汉,阳光城檀悦,价格待定往期18000元/㎡,3居,89~105平米,汉阳区,[二至三环]汉阳区墨水湖北路与星火路交汇处(武汉卷烟厂旁),|待售||普通住宅||住宅底商||地铁沿线|,https://shilixinchengygc.fang.com/
湖北,武汉,百瑞景中央生活区五期,32500元/㎡,2居,81~98平米,武昌区,[内至二环]武昌区瑞景路瑞景广场一楼(星巴克斜对面),|在售||普通住宅||品牌地产||||武昌区珞珈山小学||教育局划片|||,https://zhongyangshenghuoqubrj.fang.com/6/
湖北,武汉,融创智谷,10000元/㎡,,,洪山区,[三至四环]洪山区文化大道555号(三环线与文化大道交汇处),|在售||标准写字楼||商住公寓||品牌地产||地铁沿线|,https://rongchuangzhigu.fang.com/
湖北,武汉,龙湖 东湖高新·春江郦城,15000元/㎡,,,硚口区,[二至三环]硚口区长丰大道与古田二路交汇处,|在售||商住楼||品牌地产|,https://chunjianglichengdhgxlh027.fang.com/
湖北,武汉,鼎盛华城,20000元/㎡,"3居,4居",101~168平米,江岸区,[二至三环]江岸区建设大道与兴业路交汇处(地铁3号线兴业路站),|在售||普通住宅||现房||低密居所||景观居所|,https://dingshenghuacheng.fang.com/
湖北,武汉,泷悦华府,38000元/㎡,"2居,3居,4居",89~154平米,东湖高新区,[二至三环]东湖高新区关山大道与高新大道交汇处(武汉市东湖开发区人民检察院旁),|在售||普通住宅||标准写字楼||品牌地产||地铁沿线|,https://longyuehuafu.fang.com/
湖北,武汉,南国中心二期,32000元/㎡,4居,166~167平米,江汉区,[内至二环]江汉区解放大道循礼门669号(天安大酒店正对面),|在售||普通住宅||地铁沿线||豪华居住区|,https://nanguozhongxin.fang.com/
湖北,武汉,兴华尚都国际,26000元/㎡起,"3居,4居,5居",103~249平米,硚口区,[内至二环]硚口区汉西北路36号(地铁3号线双墩站旁),|在售||普通住宅||地铁沿线|,https://shangduguojixh.fang.com/
湖北,武汉,帝大·御璟城,价格待定,"3居,4居",95~136平米,黄陂区,[三至四环]黄陂区盘龙大道47号(百联奥特莱斯正对面),|待售||普通住宅||品牌地产||教育地产|,https://yujingchengdd.fang.com/
湖北,武汉,云尚·武汉国际时尚中心,27000元/㎡,2居,64~127平米,硚口区,[内环以内]硚口区中山大道与多福路交汇处,|在售||商住楼||品牌地产||小户型||不限购|,https://whgjsszxys.fang.com/
湖北,武汉,三和剑桥城,9070元/㎡,4居,153平米,蔡甸区,[中环以外]蔡甸区蔡甸大街和西环路交汇处(汉阳一中旁),|在售||普通住宅||低总价||不限购|,https://jianqiaochengsanhe.fang.com/
湖北,武汉,融侨方圆,11000元/㎡,"3居,4居",88~137平米,黄陂区,[四至外环]黄陂区川龙大道环后湖北路与临空东街交汇处,|在售||普通住宅||住宅底商||低密居所||不限购|,https://rongqiaofangyuan027.fang.com/
湖北,武汉,华发中城荟,28000元/㎡,,,江汉区,[内至二环]江汉区青年路与淮海路交汇处(地铁二号线范湖站b出口旁),|在售||普通住宅||商住公寓||品牌地产||地铁沿线|,https://huafazhongchenghui.fang.com/
湖北,武汉,青青佳园,17158元/㎡,"2居,3居,4居",95~140平米,东西湖区,[三至四环]东西湖区金银潭大道6号(金银潭大道与将军一路交汇处),|在售||普通住宅|,https://qingqingjiayuan027.fang.com/
湖北,武汉,纽宾凯汉CITY·汉棠,价格待定,"2居,3居",107~145平米,汉阳区,[内至二环]汉阳区王家湾至十里铺地铁站旁,|待售||普通住宅|,https://hcityht.fang.com/
湖北,武汉,依山龙郡,价格待定往期9600元/㎡,,,蔡甸区,[中环以外]蔡甸区成功大道与茂兴路交汇处(蔡甸区幼儿园对面),|待售||普通住宅||花园洋房||低密居所|,https://yishanlongjun.fang.com/
湖北,武汉,百秀城,8352元/㎡,,,黄陂区,[三至四环]黄陂区武汉·黄陂·百秀街·百秀城,|在售||普通住宅||叠拼|,https://baixiucheng.fang.com/
湖北,武汉,湾郡北岸公馆,20520元/㎡,"2居,3居,4居",153~214平米,东湖高新区,[二至三环]东湖高新区华师园路与保利北路交汇处,|在售||叠拼||花园洋房||现房||低密居所|,https://wanjunbeiangongguan.fang.com/
湖北,武汉,盛景天地盛景国际,20000元/㎡,"2居,3居",86~129平米,江岸区,[内至二环]江岸区发展大道胜华村,|在售||普通住宅|,https://shengjingtiandishengjingguoji.fang.com/
湖北,武汉,前川中梁首府,价格待定,"3居,4居",93~130平米,黄陂区,[外环以外]黄陂区黄陂春天旁,|待售||普通住宅||住宅底商||品牌地产||不限购|,https://qianchuanzhongliangshoufu.fang.com/
湖北,武汉,力腾乐荟,19000元/㎡,1居,42~74平米,江岸区,[内至二环]江岸区发展大道与黑泥湖路交叉路口,|在售||商住楼||品牌地产||小户型||地铁沿线|,https://yuejianggongguan.fang.com/
湖北,武汉,统百中心,16400元/㎡,,,江岸区,[二至三环]江岸区江岸区百步亭花园路160-162号(后湖大道与百步亭花园路交汇处),|在售||标准写字楼||品牌地产|,https://tongbaizhongxinxfsd.fang.com/
湖北,武汉,合融清华源,8000元/㎡,"2居,3居",87~121平米,黄陂区,[中环以外]黄陂区钓台道与木兰大街交汇处(客运中心旁),|在售||普通住宅||科技住宅|,https://qinghuayuanhr.fang.com/
湖北,武汉,君临国际,42000元/㎡起,,,武昌区,[内环以内]武昌区徐东大街与友谊大道交汇处(销品茂旁),|待售||购物中心|,https://junlinguoji027.fang.com/shop/
湖北,武汉,正商书香华府,价格待定,3居,88~130平米,蔡甸区,[四至外环]蔡甸区蔡甸街成功大道与茂兴路交会处,|待售||普通住宅||不限购||科技住宅|,https://shuxianghuafuzs027.fang.com/
湖北,武汉,光谷动力节能环保产业园,6000元/㎡,,,东湖高新区,[中环以外]东湖高新区光谷大道308号(光谷大道和凤凰园中路交汇处),|在售||标准写字楼|,https://dljnhbcyygg.fang.com/
湖北,武汉,招商江湾国际商铺,30000元/㎡起,,,硚口区,[二至三环]硚口区解放大道与古田二路交汇处(距离古田二路轻轨站900米),|在售||住宅底商||购物中心||品牌地产||地铁沿线|,https://jiangwanguojizs.fang.com/shop/
湖北,武汉,欧亚达云栖,价格待定,"2居,3居",56平米,东西湖区,[三至四环]东西湖区东西湖大道和十全路交叉路口,|待售||商住楼||品牌地产||科技住宅|,https://yunqioyd.fang.com/
湖北,武汉,三和光谷道商铺,23000元/㎡,,,江夏区,[三至四环]江夏区光谷大道与高新六路交汇处(藏龙会所对面),|在售||住宅底商||现房|,https://sanheguanggudaoshangpu.fang.com/
湖北,武汉,海联时代广场写字楼,12000元/㎡,,,硚口区,[二至三环]硚口区长升路与丰茂路交汇处(三江航天酒店对面),|在售||标准写字楼||不限购|,https://shidaiguangchanghl027.fang.com/office/
湖北,武汉,保利圆梦城,价格待定往期5550元/㎡,,,新洲区,[四环以外]新洲区新城柴泊湖以北(新洲一中阳逻校区斜对面),|待售||普通住宅||商住公寓||湖景地产|,https://yuanmengchengbl.fang.com/
湖北,武汉,碧桂园晴川府,价格待定往期29000元/㎡,,,汉阳区,[内至二环]汉阳区滨江大道186号(晴川阁南行约800米),|待售||住宅底商||商住公寓||品牌地产||地铁沿线|,https://qingchuangfubgy.fang.com/
湖北,武汉,中建锦绣双城,价格待定往期9070元/㎡,"3居,4居",128~169平米,蔡甸区,[四环以外]蔡甸区莲花湖大道(汉阳一中对面),|待售||普通住宅||花园洋房||地铁沿线||不限购|,https://jinxiushuangchengzj.fang.com/
湖北,武汉,中铁金桥公馆,13000元/㎡,"1居,2居",42~69平米,汉阳区,[二至三环]汉阳区四新大道与连通港交汇处,|在售||商住楼||品牌地产|,https://jinqiaogongguanzt.fang.com/
湖北,武汉,南益名士公馆,12500元/㎡,"3居,4居",122~143平米,经济开发区,[四环以外]经济开发区全力北路和枫树六路交汇处,|在售||普通住宅||品牌地产|,https://mingshigongguanny.fang.com/
湖北,武汉,琨瑜之星,9500元/㎡,4居,119平米,江夏区,[四环以外]江夏区五里界锦绣大道,|在售||普通住宅||住宅底商||品牌地产||不限购|,https://kunyuzhixing.fang.com/
湖北,武汉,中建福地星城星樾,24500元/㎡,"2居,3居,4居",82~161平米,洪山区,[内至二环]洪山区雄楚大道与珞狮南路交汇处,|在售||普通住宅|,https://zhongjianfudixingchengxingyue.fang.com/
湖北,武汉,光谷青年汇,14000元/㎡,1居,37~51平米,江夏区,[三至四环]江夏区光谷大道与藏龙北街交汇处(武汉传媒学院正对面),|在售||购物中心||商住公寓|,https://guangguqingnianhui.fang.com/
